YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2019,2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,5838.0,5838.0,,,,,Age,Age >=65,,,,,POINT (-78.45789046299967 37.54268067400045),51,CVD,CVD08,,NMBR,AGE,AGE65P,,,,
2019,2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,6118.0,6118.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,CVD,CVD08,,NMBR,RACE,WHT,,,,
2019,2019,UT,Utah,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,146.5,146.5,,,141.9,151.1,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),49,CVD,CVD09,,AGEADJRATE,OVERALL,OVR,,,,
2019,2019,VT,Vermont,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,4839.0,4839.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.51764079099962 43.62538123900049),50,COPD,COPD03,,NMBR,RACE,WHT,,,,
2019,2019,WI,Wisconsin,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,238.0,238.0,,,232.0,244.0,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),55,COPD,COPD06,,CRDRATE,OVERALL,OVR,,,,
2019,2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,457.8,457.8,,,415.7,499.9,Age,Age >=65,,,,,POINT (-108.10983035299967 43.23554134300048),56,CVD,CVD08,,CRDRATE,AGE,AGE65P,,,,
2019,2019,WV,West Virginia,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,361.4,361.4,,,343.7,379.1,Sex,Female,,,,,POINT (-80.71264013499967 38.66551020200046),54,COPD,COPD06,,CRDRATE,SEX,SEXF,,,,
2019,2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,946.0,946.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,CVD,CVD06,,NMBR,RACE,BLK,,,,
2020,2020,AL,Alabama,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,786.0,786.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,ALC,ALC09,,NMBR,RACE,WHT,,,,
2019,2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,1067.0,1067.0,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),56,CVD,CVD09,,NMBR,OVERALL,OVR,,,,
2019,2019,WV,West Virginia,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,262.5,262.5,,,200.3,337.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,COPD,COPD06,,AGEADJRATE,RACE,BLK,,,,
2020,2020,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,11037.0,11037.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD09,,NMBR,RACE,WHT,,,,
2020,2020,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,134.0,134.0,,,,,Age,Age 0-44,,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD08,,NMBR,AGE,AGE0_44,,,,
2019,2019,WV,West Virginia,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,713.6,713.6,,,686.3,740.9,Age,Age >=65,,,,,POINT (-80.71264013499967 38.66551020200046),54,COPD,COPD06,,CRDRATE,AGE,AGE65P,,,,
2019,2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,15062.0,15062.0,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),51,CVD,CVD09,,NMBR,OVERALL,OVR,,,,
2019,2019,WA,Washington,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,209.0,209.0,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-120.47001078999972 47.52227862900048),53,CVD,CVD08,,NMBR,RACE,HIS,,,,
2020,2020,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,2786.0,2786.0,,,,,Age,Age >=65,,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD07,,NMBR,AGE,AGE65P,,,,
2019,2019,WA,Washington,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,624.0,624.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,CVD,CVD06,,NMBR,RACE,BLK,,,,
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,4947.0,4947.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD09,,NMBR,RACE,WHT,,,,
2019,2019,WI,Wisconsin,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,518.4,518.4,,,504.4,532.4,Age,Age >=65,,,,,POINT (-89.81637074199966 44.39319117400049),55,COPD,COPD06,,CRDRATE,AGE,AGE65P,,,,
2019,2019,WA,Washington,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,883.0,883.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,ALC,ALC09,,NMBR,RACE,WHT,,,,
2019,2019,WA,Washington,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,202.0,202.0,,,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,CVD,CVD07,,NMBR,RACE,ASN,,,,
2019,2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,3071.0,3071.0,,,,,Sex,Female,,,,,POINT (-78.45789046299967 37.54268067400045),51,CVD,CVD08,,NMBR,SEX,SEXF,,,,
2019,2019,WV,West Virginia,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,2486.0,2486.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,DIA,DIA03,,NMBR,RACE,WHT,,,,
2019,2019,VA,Virginia,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,174.2,174.2,,,168.2,180.1,Sex,Female,,,,,POINT (-78.45789046299967 37.54268067400045),51,COPD,COPD06,,CRDRATE,SEX,SEXF,,,,
2019,2019,VA,Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,468.0,468.0,,,,,Age,Age 45-64,,,,,POINT (-78.45789046299967 37.54268067400045),51,CVD,CVD07,,NMBR,AGE,AGE4564,,,,
2019,2019,UT,Utah,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,215.4,215.4,,,200.3,230.4,Age,Age >=65,,,,,POINT (-111.58713063499971 39.360700171000474),49,CVD,CVD07,,CRDRATE,AGE,AGE65P,,,,
2019,2019,WA,Washington,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,864.0,864.0,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,COPD,COPD03,,NMBR,RACE,API,,,,
2019,2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,155.7,155.7,,,145.9,165.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,CVD,CVD09,,AGEADJRATE,RACE,WHT,,,,
2019,2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,1175.0,1175.0,,,,,Age,Age 45-64,,,,,POINT (-89.81637074199966 44.39319117400049),55,CVD,CVD08,,NMBR,AGE,AGE4564,,,,
2019,2019,VA,Virginia,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,2895.0,2895.0,,,,,Sex,Male,,,,,POINT (-78.45789046299967 37.54268067400045),51,COPD,COPD04,,NMBR,SEX,SEXM,,,,
2019,2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,7534.0,7534.0,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),51,CVD,CVD08,,NMBR,OVERALL,OVR,,,,
2019,2019,VT,Vermont,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,393.0,393.0,,,,,Sex,Female,,,,,POINT (-72.51764079099962 43.62538123900049),50,COPD,COPD06,,NMBR,SEX,SEXF,,,,
2019,2019,WV,West Virginia,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,15188.0,15188.0,,,,,Sex,Male,,,,,POINT (-80.71264013499967 38.66551020200046),54,COPD,COPD03,,NMBR,SEX,SEXM,,,,
2020,2020,AL,Alabama,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,742.0,742.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,COPD,COPD04,,NMBR,RACE,BLK,,,,
2020,2020,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,3143.0,3143.0,,,,,Age,Age 45-64,,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD09,,NMBR,AGE,AGE4564,,,,
2020,2020,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,1522.0,1522.0,,,,,Sex,Male,,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD07,,NMBR,SEX,SEXM,,,,
2019,2019,WV,West Virginia,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Age-adjusted Rate,155.55,155.55,,,145.24,165.85,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,COPD,COPD03,,AGEADJRATE,RACE,BLK,,,,
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,203.2,203.2,,,193.8,212.6,Sex,Male,,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD08,,CRDRATE,SEX,SEXM,,,,
2019,2019,WV,West Virginia,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,132.0,132.0,,,121.8,142.3,Age,Age 45-64,,,,,POINT (-80.71264013499967 38.66551020200046),54,DIA,DIA03,,CRDRATE,AGE,AGE4564,,,,
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,1804.0,1804.0,,,,,Sex,Male,,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD08,,NMBR,SEX,SEXM,,,,
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,429.0,429.0,,,,,Sex,Male,,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD07,,NMBR,SEX,SEXM,,,,
2019,2019,VT,Vermont,USRDS,Chronic Kidney Disease,Incidence of treated end-stage kidney disease,,"cases per 1,000,000",Number,130.0,130.0,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),50,CKD,CKD01,,NMBR,OVERALL,OVR,,,,
2019,2019,WY,Wyoming,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,212.1,212.1,,,134.5,318.3,Race/Ethnicity,Hispanic,,,,,POINT (-108.10983035299967 43.23554134300048),56,COPD,COPD06,,AGEADJRATE,RACE,HIS,,,,
2019,2019,WI,Wisconsin,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,468.0,468.0,,,,,Sex,Male,,,,,POINT (-89.81637074199966 44.39319117400049),55,ALC,ALC09,,NMBR,SEX,SEXM,,,,
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,159.2,159.2,,,152.6,165.7,Sex,Female,,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD09,,AGEADJRATE,SEX,SEXF,,,,
2019,2019,VT,Vermont,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,437.0,437.0,,,,,Sex,Male,,,,,POINT (-72.51764079099962 43.62538123900049),50,DIA,DIA03,,NMBR,SEX,SEXM,,,,
2019,2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,879.0,879.0,,,,,Age,Age >=65,,,,,POINT (-108.10983035299967 43.23554134300048),56,CVD,CVD09,,NMBR,AGE,AGE65P,,,,
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,2627.0,2627.0,,,,,Age,Age >=65,,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD08,,NMBR,AGE,AGE65P,,,,
2019,2019,VA,Virginia,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,156.0,156.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,ALC,ALC09,,NMBR,RACE,BLK,,,,
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,1461.0,1461.0,,,,,Sex,Female,,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD08,,NMBR,SEX,SEXF,,,,
2019,2019,WI,Wisconsin,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,23249.0,23249.0,,,,,Sex,Female,,,,,POINT (-89.81637074199966 44.39319117400049),55,COPD,COPD03,,NMBR,SEX,SEXF,,,,
2020,2020,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,2404.0,2404.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD07,,NMBR,RACE,WHT,,,,
2019,2019,VT,Vermont,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,574.2,574.2,,,532.2,616.2,Age,Age >=65,,,,,POINT (-72.51764079099962 43.62538123900049),50,CVD,CVD08,,CRDRATE,AGE,AGE65P,,,,
2019,2019,WI,Wisconsin,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,391.0,391.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,DIA,DIA03,,NMBR,RACE,BLK,,,,
2019,2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,11245.0,11245.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,CVD,CVD09,,NMBR,RACE,WHT,,,,
2020,2020,AL,Alabama,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,5171.0,5171.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,COPD,COPD06,,NMBR,RACE,WHT,,,,
2019,2019,WY,Wyoming,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,4294.0,4294.0,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),56,COPD,COPD03,,NMBR,OVERALL,OVR,,,,
2020,2020,AL,Alabama,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Age-adjusted Rate,163.22,163.22,,,123.6,202.84,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,COPD,COPD03,,AGEADJRATE,RACE,AIAN,,,,
2019,2019,WA,Washington,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,130.6,130.6,,,105.2,156.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,DIA,DIA03,,AGEADJRATE,RACE,AIAN,,,,
2020,2020,AL,Alabama,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Age-adjusted Rate,132.4,132.4,,,126.1,138.7,Sex,Female,,,,,POINT (-86.63186076199969 32.84057112200048),1,COPD,COPD05,,AGEADJRATE,SEX,SEXF,,,,
2019,2019,WV,West Virginia,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,393.5,393.5,,,380.2,406.9,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),54,COPD,COPD06,,CRDRATE,OVERALL,OVR,,,,
2019,2019,WA,Washington,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,1426.0,1426.0,,,,,Sex,Male,,,,,POINT (-120.47001078999972 47.52227862900048),53,COPD,COPD05,,NMBR,SEX,SEXM,,,,
2019,2019,WI,Wisconsin,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,621.0,621.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,ALC,ALC09,,NMBR,RACE,WHT,,,,
2019,2019,UT,Utah,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,183.4,183.4,,,126.3,257.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-111.58713063499971 39.360700171000474),49,DIA,DIA03,,AGEADJRATE,RACE,AIAN,,,,
2019,2019,WI,Wisconsin,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,475.9,475.9,,,462.5,489.3,Age,Age >=65,,,,,POINT (-89.81637074199966 44.39319117400049),55,DIA,DIA03,,CRDRATE,AGE,AGE65P,,,,
2019,2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,5796.0,5796.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,CVD,CVD06,,NMBR,RACE,BLK,,,,
2019,2019,WI,Wisconsin,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,275.0,275.0,,,265.4,284.7,Sex,Male,,,,,POINT (-89.81637074199966 44.39319117400049),55,COPD,COPD06,,AGEADJRATE,SEX,SEXM,,,,
2019,2019,WY,Wyoming,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,783.0,783.0,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),56,COPD,COPD06,,NMBR,OVERALL,OVR,,,,
2019,2019,VA,Virginia,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,206.7,206.7,,,199.3,214.0,Sex,Male,,,,,POINT (-78.45789046299967 37.54268067400045),51,COPD,COPD06,,AGEADJRATE,SEX,SEXM,,,,
2019,2019,VT,Vermont,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,818.0,818.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.51764079099962 43.62538123900049),50,COPD,COPD06,,NMBR,RACE,WHT,,,,
2019,2019,WA,Washington,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,180.5,180.5,,,149.5,211.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,CVD,CVD09,,AGEADJRATE,RACE,AIAN,,,,
2019,2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,436.0,436.0,,,,,Sex,Female,,,,,POINT (-108.10983035299967 43.23554134300048),56,CVD,CVD09,,NMBR,SEX,SEXF,,,,
2019,2019,WY,Wyoming,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,429.0,429.0,,,,,Sex,Male,,,,,POINT (-108.10983035299967 43.23554134300048),56,COPD,COPD06,,NMBR,SEX,SEXM,,,,
2020,2020,AL,Alabama,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,149.6,149.6,,,142.5,156.6,Sex,Female,,,,,POINT (-86.63186076199969 32.84057112200048),1,COPD,COPD05,,CRDRATE,SEX,SEXF,,,,
2019,2019,WA,Washington,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,2535.0,2535.0,,,,,Sex,Female,,,,,POINT (-120.47001078999972 47.52227862900048),53,CVD,CVD08,,NMBR,SEX,SEXF,,,,
2020,2020,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,3513.0,3513.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD09,,NMBR,RACE,BLK,,,,
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,606.0,606.0,,,,,Sex,Female,,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD07,,NMBR,SEX,SEXF,,,,
2020,2020,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,510.0,510.0,,,,,Age,Age 45-64,,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD07,,NMBR,AGE,AGE4564,,,,
2019,2019,WY,Wyoming,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,154.7,154.7,,,139.0,170.4,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),56,COPD,COPD05,,CRDRATE,OVERALL,OVR,,,,
2019,2019,WA,Washington,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,10399.0,10399.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,CVD,CVD09,,NMBR,RACE,WHT,,,,
2019,2019,WA,Washington,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,138.2,138.2,,,121.4,155.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,DIA,DIA03,,AGEADJRATE,RACE,BLK,,,,
2019,2019,WY,Wyoming,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Crude Rate,676.6,676.6,,,625.4,727.7,Age,Age >=65,,,,,POINT (-108.10983035299967 43.23554134300048),56,COPD,COPD06,,CRDRATE,AGE,AGE65P,,,,
2019,2019,WI,Wisconsin,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,2817.0,2817.0,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,COPD,COPD03,,NMBR,RACE,BLK,,,,
2019,2019,UT,Utah,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,156.8,156.8,,,148.7,164.8,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),49,COPD,COPD06,,AGEADJRATE,OVERALL,OVR,,,,
